name,item_code,item_group,short_name,stock_uom,variant_of,item_name,is_chronic,gst_hsn_code,is_nil_exempt,is_non_gst,requires_sample,is_item_from_hub,product_route,classification,sub_classification,vaccine_type,dosage,sub_preparation_type,additional_label_info,disabled,allow_alternative_item,is_stock_item,include_item_in_manufacturing,is_consignment,is_cssd_package,opening_stock,valuation_rate,standard_rate,is_fixed_asset,auto_create_assets,asset_category,item_barcode,asset_naming_series,over_delivery_receipt_allowance,over_billing_allowance,brand,description,shelf_life_in_days,end_of_life,default_material_request_type,valuation_method,warranty_period,weight_per_unit,weight_uom,has_batch_no,create_new_batch,batch_number_series,has_expiry_date,retain_sample,sample_quantity,has_serial_no,serial_no_series,has_variants,variant_based_on,is_purchase_item,purchase_uom,min_order_qty,safety_stock,lead_time_days,last_purchase_rate,is_customer_provided_item,customer,delivered_by_supplier,country_of_origin,customs_tariff_number,sales_uom,is_sales_item,grant_commission,max_discount,deferred_revenue_account,enable_deferred_revenue,no_of_months,deferred_expense_account,enable_deferred_expense,no_of_months_exp,quality_inspection_template,inspection_required_before_purchase,inspection_required_before_delivery,default_bom,is_sub_contracted_item,default_item_manufacturer,default_manufacturer_part_no,publish_in_hub,hub_category_to_publish,hub_warehouse,synced_with_hub,emergency_medication,published_in_website,display_name,generic_drug,product_type,~,name,alergy,~,name,barcode_type,~,name,warehouse,warehouse_reorder_level,material_request_type,warehouse_group,warehouse_reorder_qty,~,name,uom,conversion_factor,~,name,attribute,variant_of,attribute_value,numeric_values,from_range,increment,to_range,~,name,company,default_warehouse,default_price_list,default_discount_account,buying_cost_center,default_supplier,expense_account,selling_cost_center,income_account,~,name,supplier,supplier_part_no,~,name,ref_code,customer_name,customer_group,~,name,item_tax_template,tax_category,valid_from,minimum_net_rate,maximum_net_rate
"""APT414072""",APT414072,Granules & Powder,Granules & Powder,Tin,,APTAMIL 1 FIRST 400G,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,1200,0,0,,,,0,0,,APTAMIL 1 FIRST 400G,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,APTAMIL 1 FIRST 400G,GERTIES-GEN GEN11348 - Starter infant formula 1 (0 - 6 months),Granules & Powder,,,,,,,,,,,,,,,"""4b0b49825b""",Tin,1,,,,,,,,,,,"""3191f33b48""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""APT434093""",APT434093,Granules & Powder,Granules & Powder,Tin,,APTAMIL PEPTI-JUNIOR 400G,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,2050,0,0,,,,0,0,,APTAMIL PEPTI-JUNIOR 400G,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,APTAMIL PEPTI-JUNIOR 400G,GERTIES-GEN GEN11349 - Formula milk for milk protein allergy or food malabsorption,Granules & Powder,,,,,,,,,,,,,,,"""077ffc7d69""",Tin,1,,,,,,,,,,,"""a222c1ce67""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""AQU41900""",AQU41900,Granules & Powder,Granules & Powder,Sachets,,AQUAREST 250MG ORAL POWDER SACHETS - PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,80,0,0,,,,0,0,,AQUAREST 250MG ORAL POWDER SACHETS - PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,AQUAREST 250MG ORAL POWDER SACHETS - PD,GERTIES-GEN GEN0688 - Saccharomyces boulardii,Granules & Powder,,,,,,,,,,,,,,,"""1eff4dc16b""",Sachets,1,,,,,,,,,,,"""2ec06af96a""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""ART10""",ART10,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,ARTIFICIAL TEARS( TEARS NATURALE II)-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,600,0,0,,,,0,0,,ARTIFICIAL TEARS( TEARS NATURALE II)-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,ARTIFICIAL TEARS( TEARS NATURALE II)-PD,GERTIES-GEN GEN01986 - ARTIFICIAL,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""4214bfa1fc""",Bottle,1,,,,,,,,,,,"""d2b8083860""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""ATR12""",ATR12,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,ATROPINE 1% EYE  DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,KEEP INSIDE THE CARTON TO PROTECT FROM LIGHT. USE AS DIRECTED.,0,0,1,1,0,0,0,0,300,0,0,,,,0,0,,ATROPINE 1% EYE  DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,ATROPINE 1% EYE  DROPS-PD,GERTIES-GEN GEN0073 - ATROPINE,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""323cf0d210""",Bottle,1,,,,,,,,,,,"""9c2f07f50a""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""AUR123222""",AUR123222,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,AUROZOLE EYE DROPS 2% 5ML,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,880,0,0,,,,0,0,,AUROZOLE EYE DROPS 2% 5ML,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,AUROZOLE EYE DROPS 2% 5ML,GERTIES-GEN GEN113610 - Econazole,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""44bb4ca1a5""",Bottle,1,,,,,,,,,,,"""e115fc41cb""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""AUR62207""",AUR62207,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,AUROVISC PFS 2ML,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,1225,0,0,,,,0,0,,AUROVISC PFS 2ML,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,AUROVISC PFS 2ML,GERTIES-GEN GEN96376 - Hypromellose,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""9f39e69304""",Bottle,1,,,,,,,,,,,"""0397cef229""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""AZO1""",AZO1,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,AZOPT EYE DROPS 5ML,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,1300,0,0,,,,0,0,,AZOPT EYE DROPS 5ML,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,AZOPT EYE DROPS 5ML,GERTIES-GEN GEN0116 - Brinzolamide,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""bc88c97bc3""",Bottle,1,,,,,,,,,,,"""2b48857849""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""BEU424101""",BEU424101,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,BEUFLOX-D DROPS,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,265,0,0,,,,0,0,,BEUFLOX-D DROPS,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,BEUFLOX-D DROPS,GERTIES-GEN GEN0187 - Ciprofloxacin/Dexamethasone,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""d5004f225c""",Bottle,1,,,,,,,,,,,"""4b84429838""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""BIO74816""",BIO74816,Granules & Powder,Granules & Powder,Sachets,,BIOFLOR SATCHETS - PD,0,,0,0,0,0,Oral,UploadData,,,,Sachets,0,0,0,1,1,0,0,0,0,110,0,0,,,,0,0,,BIOFLOR SATCHETS - PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,BIOFLOR SATCHETS - PD,GERTIES-GEN GEN0688 - Saccharomyces boulardii,Granules & Powder,,,,,,,,,,,,,,,"""123ac4041b""",Sachets,1,,,,,,,,,,,"""4e11772a29""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""BOR1""",BOR1,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,BORIC ACID EAR DROPS-PD,0,,0,0,0,0,Ear Drop,,,,,Ear Drop,0,0,0,1,1,0,0,0,0,80,0,0,,,,0,0,,BORIC ACID EAR DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,BORIC ACID EAR DROPS-PD,GERTIES-GEN GEN0113 - Boric Acid,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""51aa19c758""",Bottle,1,,,,,,,,,,,"""82f146fa26""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CAN4""",CAN4,Granules & Powder,Granules & Powder,Bottle,,CANDID DUSTING POWDER-PD,0,,0,0,0,0,Topical,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,290,0,0,,,,0,0,,CANDID DUSTING POWDER-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CANDID DUSTING POWDER-PD,GERTIES-GEN GEN0205 - Clotrimazole,Granules & Powder,,,,,,,,,,,,,,,"""240a0846cc""",Bottle,1,,,,,,,,,,,"""25b110c8ad""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CAN5""",CAN5,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,CANDID EAR DROPS-PD,0,,0,0,0,0,Ear Drop,,,,,Ear Drop,0,0,0,1,1,0,0,0,0,190,0,0,,,,0,0,,CANDID EAR DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CANDID EAR DROPS-PD,GERTIES-GEN GEN0205 - Clotrimazole,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""7a4e1e59a1""",Bottle,1,,,,,,,,,,,"""65e20d375d""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CAR1""",CAR1,Granules & Powder,Granules & Powder,Bottle,,CARBOMIX (ACTIVATED CHARCOAL-PD),0,,0,0,0,0,Oral,,,,,Granules & Powder,1,0,0,1,1,0,0,0,0,4200,0,0,,,,0,0,,CARBOMIX (ACTIVATED CHARCOAL-PD),0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CARBOMIX (ACTIVATED CHARCOAL-PD),GERTIES-GEN GEN0010 - Activated Charcoal,Granules & Powder,,,,,,,,,,,,,,,"""ed266a7892""",Bottle,1,,,,,,,,,,,"""da860cbd98""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CEP2""",CEP2,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,CEPROLEN EYE DROPS.-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,260,0,0,,,,0,0,,CEPROLEN EYE DROPS.-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CEPROLEN EYE DROPS.-PD,GERTIES-GEN GEN0186 - Ciprofloxacin,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""32b6561fe8""",Bottle,1,,,,,,,,,,,"""156de21c5b""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CEP5""",CEP5,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,CEPROLEN D DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,380,0,0,,,,0,0,,CEPROLEN D DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CEPROLEN D DROPS-PD,GERTIES-GEN GEN0187 - Ciprofloxacin/Dexamethasone,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""1fcb379f61""",Bottle,1,,,,,,,,,,,"""dac9b5a507""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CER3""",CER3,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,CERUMOL EAR DROPS-PD,0,,0,0,0,0,Ear Drop,,,,,Ear Drop,DISCARD A MONTH AFTER OPENING. CONTAINS PEANUT OIL.,0,0,1,1,0,0,0,0,510,0,0,,,,0,0,,CERUMOL EAR DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CERUMOL EAR DROPS-PD,GERTIES-GEN GEN01943 - CERUMOL,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""850992b34c""",Bottle,1,,,,,,,,,,,"""791706fdbb""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CIL2""",CIL2,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,CILOXAN EYE DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,700,0,0,,,,0,0,,CILOXAN EYE DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CILOXAN EYE DROPS-PD,GERTIES-GEN GEN0186 - Ciprofloxacin,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""841bff3d0d""",Bottle,1,,,,,,,,,,,"""f3cc0f8f4e""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CIP36631""",CIP36631,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,CIPROFLOXACIN EYE DROPS 0.3% - OUTREACH,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,70,0,0,,,,0,0,,CIPROFLOXACIN EYE DROPS 0.3% - OUTREACH,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CIPROFLOXACIN EYE DROPS 0.3% - OUTREACH,GERTIES-GEN GEN0186 - Ciprofloxacin,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""5ea33a23c4""",Bottle,1,,,,,,,,,,,"""2990381b87""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CIP41414""",CIP41414,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Tube,,CIPRO- CENT EYE OINT,0,,0,0,0,0,Eye Ointment,,,,,Eye Ointment,0,0,0,1,1,0,0,0,0,360,0,0,,,,0,0,,CIPRO- CENT EYE OINT,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CIPRO- CENT EYE OINT,GERTIES-GEN GEN0186 - Ciprofloxacin,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""75858c571a""",Tube,1,,,,,,,,,,,"""f194f1b905""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""CIP43439""",CIP43439,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,CIPROKEN EYE/EAR DROPS 1% -PD,0,,0,0,0,0,Eye/Ear Drop,,,,,Eye/Ear Drop,0,0,0,1,1,0,0,0,0,150,0,0,,,,0,0,,CIPROKEN EYE/EAR DROPS 1% -PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,CIPROKEN EYE/EAR DROPS 1% -PD,GERTIES-GEN GEN0186 - Ciprofloxacin,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""44f311feb9""",Bottle,1,,,,,,,,,,,"""218613f955""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""DEX12""",DEX12,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,DEXA-G EYE DROPS,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,1,0,0,1,1,0,0,0,0,550,0,0,,,,0,0,,DEXA-G EYE DROPS,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,DEXA-G EYE DROPS,GERTIES-GEN GEN0243 - Dexamethasone,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""1d71f64a02""",Bottle,1,,,,,,,,,,,"""91cb3bd6e2""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""DUR5""",DUR5,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,DURA TEARS - PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,590,0,0,,,,0,0,,DURA TEARS - PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,DURA TEARS - PD,GERTIES-GEN GEN02058 - DURA TEARS,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""43a326cb5a""",Bottle,1,,,,,,,,,,,"""e624cdaffe""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""EMA1""",EMA1,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,EMADINE EYE DROPS 5ML,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,430,0,0,,,,0,0,,EMADINE EYE DROPS 5ML,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,EMADINE EYE DROPS 5ML,GERTIES-GEN GEN0294 - Ebastine,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""c0eda3c999""",Bottle,1,,,,,,,,,,,"""c712bb6346""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,Cost of Goods Sold - GCH,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""ENS2""",ENS2,Granules & Powder,Granules & Powder,Tin,,ENSURE NUT. POWDER (VAN)-PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,2285,0,0,,,,0,0,,ENSURE NUT. POWDER (VAN)-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,ENSURE NUT. POWDER (VAN)-PD,GERTIES-GEN GEN11320 - ENSURE,Granules & Powder,,,,,,,,,,,,,,,"""0308bffb06""",Tin,1,,,,,,,,,,,"""f59c4b0a56""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""EPI9""",EPI9,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,RELESTAT EYE DROPS(EPINASTINE)-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,1600,0,0,,,,0,0,,RELESTAT EYE DROPS(EPINASTINE)-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,RELESTAT EYE DROPS(EPINASTINE)-PD,GERTIES-GEN GEN0304 - Epinastine,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""2d372327fa""",Bottle,1,,,,,,,,,,,"""cf97367de3""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""EPS2""",EPS2,Granules & Powder,Granules & Powder,Gram,,EPSOM SALT POWDER-PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,5,0,0,,,,0,0,,EPSOM SALT POWDER-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,EPSOM SALT POWDER-PD,GERTIES-GEN GEN0508 - Magnesium Sulphate,Granules & Powder,,,,,,,,,,,,,,,"""924aec841b""",Gram,1,,,,,,,,,,,"""179f9a68da""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
