name,item_code,item_group,short_name,stock_uom,variant_of,item_name,is_chronic,gst_hsn_code,is_nil_exempt,is_non_gst,requires_sample,is_item_from_hub,product_route,classification,sub_classification,vaccine_type,dosage,sub_preparation_type,additional_label_info,disabled,allow_alternative_item,is_stock_item,include_item_in_manufacturing,is_consignment,is_cssd_package,opening_stock,valuation_rate,standard_rate,is_fixed_asset,auto_create_assets,asset_category,item_barcode,asset_naming_series,over_delivery_receipt_allowance,over_billing_allowance,brand,description,shelf_life_in_days,end_of_life,default_material_request_type,valuation_method,warranty_period,weight_per_unit,weight_uom,has_batch_no,create_new_batch,batch_number_series,has_expiry_date,retain_sample,sample_quantity,has_serial_no,serial_no_series,has_variants,variant_based_on,is_purchase_item,purchase_uom,min_order_qty,safety_stock,lead_time_days,last_purchase_rate,is_customer_provided_item,customer,delivered_by_supplier,country_of_origin,customs_tariff_number,sales_uom,is_sales_item,grant_commission,max_discount,deferred_revenue_account,enable_deferred_revenue,no_of_months,deferred_expense_account,enable_deferred_expense,no_of_months_exp,quality_inspection_template,inspection_required_before_purchase,inspection_required_before_delivery,default_bom,is_sub_contracted_item,default_item_manufacturer,default_manufacturer_part_no,publish_in_hub,hub_category_to_publish,hub_warehouse,synced_with_hub,emergency_medication,published_in_website,display_name,generic_drug,product_type,~,name,alergy,~,name,barcode_type,~,name,warehouse,warehouse_reorder_level,material_request_type,warehouse_group,warehouse_reorder_qty,~,name,uom,conversion_factor,~,name,attribute,variant_of,attribute_value,numeric_values,from_range,increment,to_range,~,name,company,default_warehouse,default_price_list,default_discount_account,buying_cost_center,default_supplier,expense_account,selling_cost_center,income_account,~,name,supplier,supplier_part_no,~,name,ref_code,customer_name,customer_group,~,name,item_tax_template,tax_category,valid_from,minimum_net_rate,maximum_net_rate
"""EVO250910""",EVO250910,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,EVOLVE CARMELLOSE,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,1600,0,0,,,,0,0,,EVOLVE CARMELLOSE,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,EVOLVE CARMELLOSE,GERTIES-GEN GEN01986 - ARTIFICIAL,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""cc3fa79621""",Bottle,1,,,,,,,,,,,"""17c8e83756""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""EXO1""",EXO1,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,EXOCIN 0.3% EYE DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,870,0,0,,,,0,0,,EXOCIN 0.3% EYE DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,EXOCIN 0.3% EYE DROPS-PD,GERTIES-GEN GEN0586 - Ofloxacin,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""4bdbf92536""",Bottle,1,,,,,,,,,,,"""c412d01765""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""FLA13""",FLA13,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,FLAREX DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,340,0,0,,,,0,0,,FLAREX DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,FLAREX DROPS-PD,GERTIES-GEN GEN0351 - Fluorometholone Acetate,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""4c1d0f33e7""",Bottle,1,,,,,,,,,,,"""71644d813d""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""FLO97053""",FLO97053,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,FLORAL EYE DROPS,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,270,0,0,,,,0,0,,FLORAL EYE DROPS,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,FLORAL EYE DROPS,GERTIES-GEN GEN0351 - Fluorometholone Acetate,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""be7261e50b""",Bottle,1,,,,,,,,,,,"""137ea25e5c""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""FML2""",FML2,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,FML NEO EYE DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,710,0,0,,,,0,0,,FML NEO EYE DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,FML NEO EYE DROPS-PD,GERTIES-GEN GEN0353 - Fluorometholone/Neomycin,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""01af5e0667""",Bottle,1,,,,,,,,,,,"""5a1ef3989d""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""FYB1""",FYB1,Granules & Powder,Granules & Powder,Sachets,,FYBOGEL SATCHETS (ORANGE) 60S-PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,STIR THE SACHET CONTENTS INTO 1/4 GLASS OF COLD WATER (APPROX. 150MLS) AND DRINK STRAIGHT AWAY PREFERABLY AFTER A MEAL.,0,0,1,1,0,0,0,0,40,0,0,,,,0,0,,FYBOGEL SATCHETS (ORANGE) 60S-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,FYBOGEL SATCHETS (ORANGE) 60S-PD,GERTIES-GEN GEN0453 - Ispaghula,Granules & Powder,,,,,,,,,,,,,,,"""0f12f042cf""",Sachets,1,,,,,,,,,,,"""0f980faf20""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""IVY1""",IVY1,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,IVYCHROM EYE DROPS -PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,300,0,0,,,,0,0,,IVYCHROM EYE DROPS -PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,IVYCHROM EYE DROPS -PD,GERTIES-GEN GEN0223 - Cromoglycate,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""78d8d85730""",Bottle,1,,,,,,,,,,,"""9b725c6bf3""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""IVY24284""",IVY24284,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,IVYPHENICOL EYE DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,100,0,0,,,,0,0,,IVYPHENICOL EYE DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,IVYPHENICOL EYE DROPS-PD,GERTIES-GEN GEN0167 - Chloramphenicol,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""564cc4ae5b""",Bottle,1,,,,,,,,,,,"""d41d5c5435""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""IVY3""",IVY3,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,PHARMAGENTACIN  EYE DROPS-DS,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,1,0,0,1,1,0,0,0,0,30,0,0,,,,0,0,,PHARMAGENTACIN  EYE DROPS-DS,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,PHARMAGENTACIN  EYE DROPS-DS,GERTIES-GEN GEN0371 - Gentamicin,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""a5a3c4a750""",Bottle,1,,,,,,,,,,,"""7cab2b3686""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""KCH341995""",KCH341995,Granules & Powder,Granules & Powder,Sachets,,KCHEK 15G SATCHET - PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,1,0,0,1,1,0,0,0,0,250,0,0,,,,0,0,,KCHEK 15G SATCHET - PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,KCHEK 15G SATCHET - PD,GERTIES-GEN GEN331415 - Calcium Polysterene Sulphonate,Granules & Powder,,,,,,,,,,,,,,,"""bb7ca3191a""",Sachets,1,,,,,,,,,,,"""e5fdf896f2""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""LAC1""",LAC1,Granules & Powder,Granules & Powder,Tin,,LACTOGEN MILK-1 400GM-PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,1,0,0,1,1,0,0,0,0,840,0,0,,,,0,0,,LACTOGEN MILK-1 400GM-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,LACTOGEN MILK-1 400GM-PD,GERTIES-GEN GEN11332 - Starter infant formula 1 milk with lactose (0 - 6months),Granules & Powder,,,,,,,,,,,,,,,"""7f69cdfd87""",Tin,1,,,,,,,,,,,"""15c234e49c""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""LIP110852""",LIP110852,Granules & Powder,Granules & Powder,Tin,,LIPTOMIL PLUS 1 400G - PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,1370,0,0,,,,0,0,,LIPTOMIL PLUS 1 400G - PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,LIPTOMIL PLUS 1 400G - PD,GERTIES-GEN GEN11318 - Starter infant formula 1 (0 - 6 months),Granules & Powder,,,,,,,,,,,,,,,"""c3df0de08d""",Tin,1,,,,,,,,,,,"""609b52e029""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""LIP115469""",LIP115469,Granules & Powder,Granules & Powder,Tin,,LIPTOMIL PLUS AR 400G - PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,1550,0,0,,,,0,0,,LIPTOMIL PLUS AR 400G - PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,LIPTOMIL PLUS AR 400G - PD,GERTIES-GEN GEN0539 - Infant Formula for Minor Digestive Problems (Antiregurgitation),Granules & Powder,,,,,,,,,,,,,,,"""2bed36631b""",Tin,1,,,,,,,,,,,"""93251bfab2""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""LIP184025""",LIP184025,Granules & Powder,Granules & Powder,Tin,,LIPTOGROW PLUS 3 400G-PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,1370,0,0,,,,0,0,,LIPTOGROW PLUS 3 400G-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,LIPTOGROW PLUS 3 400G-PD,GERTIES-GEN GEN11326 - Growing-up formula milk above 1 year,Granules & Powder,,,,,,,,,,,,,,,"""a96f26bc3b""",Tin,1,,,,,,,,,,,"""40edd78c29""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""LIP184026""",LIP184026,Granules & Powder,Granules & Powder,Tin,,LIPTOMIL PLUS LF 400G - PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,1525,0,0,,,,0,0,,LIPTOMIL PLUS LF 400G - PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,LIPTOMIL PLUS LF 400G - PD,"GERTIES-GEN GEN11347 - Lactose Free, Anti-Diarrhoea infant milk Formula(from birth onwards)",Granules & Powder,,,,,,,,,,,,,,,"""22ca055353""",Tin,1,,,,,,,,,,,"""7f5ef5b2e7""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""LIP184027""",LIP184027,Granules & Powder,Granules & Powder,Tin,,LIPTOMIL PLUS HA 400G - PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,1835,0,0,,,,0,0,,LIPTOMIL PLUS HA 400G - PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,LIPTOMIL PLUS HA 400G - PD,GERTIES-GEN GEN174208 - Hypoallergenic infant milk formula,Granules & Powder,,,,,,,,,,,,,,,"""a43f9793a0""",Tin,1,,,,,,,,,,,"""5b1823418a""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""LUM250577""",LUM250577,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,LUMECARE CARBOMER GEL - PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,600,0,0,,,,0,0,,LUMECARE CARBOMER GEL - PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,LUMECARE CARBOMER GEL - PD,GERTIES-GEN GEN240578 - Carbomer0.2%ww eye gel,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""feaf5cb548""",Bottle,1,,,,,,,,,,,"""61b31dbd93""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""MAX1""",MAX1,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,MAXIDEX EYE DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,280,0,0,,,,0,0,,MAXIDEX EYE DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,MAXIDEX EYE DROPS-PD,GERTIES-GEN GEN0243 - Dexamethasone,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""bb2983c855""",Bottle,1,,,,,,,,,,,"""e189526ad3""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""MAX2""",MAX2,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Tube,,MAXIDEX EYE OINT-PD,0,,0,0,0,0,Eye Ointment,,,,,Eye Ointment,0,0,0,1,1,0,0,0,0,470,0,0,,,,0,0,,MAXIDEX EYE OINT-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,MAXIDEX EYE OINT-PD,GERTIES-GEN GEN0243 - Dexamethasone,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""33e29d8f40""",Tube,1,,,,,,,,,,,"""212135ba09""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""MAX5""",MAX5,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,MAXITROL EYE DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,320,0,0,,,,0,0,,MAXITROL EYE DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,MAXITROL EYE DROPS-PD,GERTIES-GEN GEN01973 - MAXITROL,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""8a947e4ae1""",Bottle,1,,,,,,,,,,,"""01edd51afd""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""MAX6""",MAX6,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Tube,,MAXITROL EYE OINT.-PD,0,,0,0,0,0,Eye Ointment,,,,,Eye Ointment,0,0,0,1,1,0,0,0,0,500,0,0,,,,0,0,,MAXITROL EYE OINT.-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,MAXITROL EYE OINT.-PD,GERTIES-GEN GEN01973 - MAXITROL,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""8c867fe990""",Tube,1,,,,,,,,,,,"""5b0c94e3bd""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""MAX72063""",MAX72063,Granules & Powder,Granules & Powder,Tin,,MAXIJUL ENERGY POWDER 200G,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,1445,0,0,,,,0,0,,MAXIJUL ENERGY POWDER 200G,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,MAXIJUL ENERGY POWDER 200G,GERTIES-GEN GEN0539 - Infant Formula for Minor Digestive Problems (Antiregurgitation),Granules & Powder,,,,,,,,,,,,,,,"""666bf30f47""",Tin,1,,,,,,,,,,,"""2b3265961a""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""MON4""",MON4,Granules & Powder,Granules & Powder,Sachets,,MONTIGET GRANULES-PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,1,0,0,1,1,0,0,0,0,70,0,0,,,,0,0,,MONTIGET GRANULES-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,MONTIGET GRANULES-PD,GERTIES-GEN GEN0545 - Montelukast,Granules & Powder,,,,,,,,,,,,,,,"""557fc8ab08""",Sachets,1,,,,,,,,,,,"""aeca9e8971""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""MOV1""",MOV1,Granules & Powder,Granules & Powder,Sachets,,MOVICOL 13.8G SATCHETS-DS,0,,0,0,0,0,Oral,,,,,Granules & Powder,1,0,0,1,1,0,0,0,0,90,0,0,,,,0,0,,MOVICOL 13.8G SATCHETS-DS,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,MOVICOL 13.8G SATCHETS-DS,GERTIES-GEN GEN02021 - MOVICAL,Granules & Powder,,,,,,,,,,,,,,,"""a876b9ca81""",Sachets,1,,,,,,,,,,,"""ec56fb798e""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""MOV28829""",MOV28829,Granules & Powder,Granules & Powder,Sachets,,MOVICOL PAED SATCHETS -PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,0,0,0,1,1,0,0,0,0,70,0,0,,,,0,0,,MOVICOL PAED SATCHETS -PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,MOVICOL PAED SATCHETS -PD,GERTIES-GEN GEN02021 - MOVICAL,Granules & Powder,,,,,,,,,,,,,,,"""e331b72bf0""",Sachets,1,,,,,,,,,,,"""0909428e29""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""MYD1""",MYD1,Ear and Eye Drops and Ointment,Ear and Eye Drops and Ointment,Bottle,,MYDRIACYL 1% EYE DROPS-PD,0,,0,0,0,0,Eye Drop,,,,,Eye Drop,0,0,0,1,1,0,0,0,0,510,0,0,,,,0,0,,MYDRIACYL 1% EYE DROPS-PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,MYDRIACYL 1% EYE DROPS-PD,GERTIES-GEN GEN0791 - Tropicamide,Ear and Eye Drops and Ointment,,,,,,,,,,,,,,,"""c328713d0e""",Bottle,1,,,,,,,,,,,"""4e7a379b17""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""NAN1""",NAN1,Granules & Powder,Granules & Powder,Tin,,NAN 1 MILK 400G -PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,1,0,0,1,1,0,0,0,0,960,0,0,,,,0,0,,NAN 1 MILK 400G -PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,NAN 1 MILK 400G -PD,GERTIES-GEN GEN11318 - Starter infant formula 1 (0 - 6 months),Granules & Powder,,,,,,,,,,,,,,,"""1b30b30d03""",Tin,1,,,,,,,,,,,"""d3ea5ca05e""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
"""NAN2""",NAN2,Granules & Powder,Granules & Powder,Tin,,NAN 2 MILK 400G -PD,0,,0,0,0,0,Oral,,,,,Granules & Powder,1,0,0,1,1,0,0,0,0,960,0,0,,,,0,0,,NAN 2 MILK 400G -PD,0,31-12-2099,Purchase,,,0,,1,0,,1,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,1,0,,0,0,,0,0,,0,0,,0,,,0,,,0,0,0,NAN 2 MILK 400G -PD,GERTIES-GEN GEN11319 - Follow-on formula 2(6 - 12 months),Granules & Powder,,,,,,,,,,,,,,,"""359b3957bb""",Tin,1,,,,,,,,,,,"""3b472f2290""",Gertrudes Childrens Hospital,Muthaiga Pharmacy - GCH,Standard Selling,,Main - GCH,,4002 - Drug Income - GCH,Main - GCH,5002 - COGS Drugs Sales - GCH,,,,,,,,,,,,,,,,
